,Rnd,Pick,Age,To,CareerAV,DraftedAV,GamesPlayed,Pass Completions,Pass Attempts,Passing Yards,Passing Touchdowns,Thrown Interceptions,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Receptions,Receiving Yards,Receiving Touchdowns,Solo,Interceptions (DEF),Sacks,College,College_code
22,1,23,21.0,2013.0,55.0,26.0,142.0,0.0,0.0,0.0,0.0,0.0,14.753521126760564,59.67605633802817,0.45774647887323944,1.4788732394366197,9.429577464788732,0.035211267605633804,0.0,0.0,0.0,Miami (FL),131
23,1,24,24.0,2013.0,51.0,47.0,143.0,0.0,0.0,0.0,0.0,0.0,0.027972027972027972,0.27972027972027974,0.0,3.5314685314685317,39.61538461538461,0.3706293706293706,0.006993006993006993,0.0,0.0,Iowa,100
24,1,25,24.0,2009.0,11.0,10.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0579710144927537,0.0,0.10144927536231885,Miami (FL),131
25,1,26,21.0,2008.0,24.0,19.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stanford,225
26,1,27,23.0,2011.0,51.0,50.0,85.0,0.011764705882352941,0.03529411764705882,0.047058823529411764,0.011764705882352941,0.0,16.788235294117648,73.21176470588236,0.6470588235294118,1.811764705882353,16.152941176470588,0.07058823529411765,0.011764705882352941,0.0,0.0,Penn St.,187
27,1,28,23.0,2006.0,6.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.769230769230769,0.07692307692307693,0.0,Oklahoma,181
28,1,29,22.0,2013.0,62.0,51.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.784313725490196,0.0784313725490196,0.13398692810457516,Oregon St.,185
29,1,30,23.0,2007.0,12.0,11.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0704225352112675,0.04225352112676056,0.014084507042253521,Texas A&M,235
30,1,31,22.0,2013.0,62.0,53.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.267515923566879,0.09554140127388536,0.012738853503184714,California,34
31,1,32,23.0,2011.0,40.0,18.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7872340425531914,0.0070921985815602835,0.12411347517730496,Colorado,49
32,2,33,23.0,2010.0,44.0,26.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iowa,100
33,2,34,23.0,2008.0,22.0,21.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53125,0.03125,0.109375,Georgia,78
34,2,35,22.0,2015.0,68.0,65.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7023809523809526,0.2261904761904762,0.017857142857142856,Louisiana,118
35,2,36,23.0,2010.0,30.0,22.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2604166666666665,0.14583333333333334,0.0,Illinois,96
36,2,37,24.0,2010.0,51.0,51.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgia,78
37,2,38,24.0,2008.0,21.0,14.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wisconsin,283
38,2,39,23.0,2015.0,66.0,58.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2857142857142856,0.18285714285714286,0.005714285714285714,Bethune-Cookman,25
39,2,40,23.0,2011.0,47.0,47.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.472,0.04,0.124,Maryland,126
40,2,41,23.0,2007.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,Michigan,133
41,2,42,22.0,2010.0,39.0,19.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.532710280373832,0.14018691588785046,0.04672897196261682,Arkansas,15
42,2,43,22.0,2010.0,35.0,30.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.081632653061225,0.07142857142857142,0.11224489795918367,Hawaii,87
43,2,44,22.0,2007.0,2.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,-0.25,0.0,0.6607142857142857,6.857142857142857,0.03571428571428571,0.16071428571428573,0.0,0.0,Florida,69
44,2,45,24.0,2006.0,8.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.0,0.78,12.12,0.08,0.14,0.0,0.0,Texas A&M,235
45,2,46,22.0,2013.0,38.0,17.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6496815286624202,0.12738853503184713,0.0,Tuskegee,248
46,2,47,23.0,2010.0,37.0,22.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.845360824742268,0.061855670103092786,0.13402061855670103,South Florida,218
47,2,48,23.0,2012.0,47.0,47.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9931972789115646,0.02040816326530612,0.22108843537414966,Nebraska,155
48,2,49,23.0,2005.0,3.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,Tennessee,231
49,2,50,24.0,2003.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iowa,100
50,2,51,22.0,2004.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,Kansas St.,106
51,2,52,23.0,2009.0,17.0,16.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6938775510204083,0.0,0.11734693877551021,West Texas A&M,268
52,2,53,23.0,2008.0,26.0,26.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1012658227848102,0.0379746835443038,0.13924050632911392,Michigan,133
53,2,54,22.0,2016.0,86.0,49.0,202.0,0.0049504950495049506,0.019801980198019802,-0.0297029702970297,0.0,0.0049504950495049506,0.2079207920792079,1.1336633663366336,0.0049504950495049506,5.326732673267327,68.2128712871287,0.40594059405940597,0.0,0.0,0.0,Florida St.,72
54,2,55,22.0,2012.0,30.0,12.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.335664335664336,0.07692307692307693,0.07342657342657342,Penn St.,187
55,2,56,21.0,2014.0,63.0,57.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9627329192546583,0.006211180124223602,0.5279503105590062,Troy,244
56,2,57,23.0,2011.0,32.0,13.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7685950413223142,0.0,0.08677685950413223,Penn St.,187
57,2,58,22.0,2008.0,17.0,16.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7017543859649122,0.12280701754385964,0.017543859649122806,Ohio St.,180
58,2,59,22.0,2005.0,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,Florida St.,72
59,2,60,22.0,2005.0,5.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.18518518518518517,0.0,1.5555555555555556,18.555555555555557,0.14814814814814814,0.0,0.0,0.0,Middle Tenn. St.,136
60,2,61,23.0,2009.0,21.0,21.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.377551020408163,26.081632653061224,0.1836734693877551,0.09183673469387756,0.0,0.0,Rutgers,199
61,2,62,22.0,2006.0,20.0,20.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.694915254237288,0.06779661016949153,0.03389830508474576,Texas A&M,235
62,2,63,21.0,2005.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,9.6,0.1,0.2,0.0,0.0,Stanford,225
63,2,64,23.0,2009.0,23.0,12.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.03125,0.28125,Louisville,120
64,3,65,24.0,2010.0,13.0,7.0,91.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.054945054945054944,0.0,1.3186813186813187,16.483516483516482,0.13186813186813187,0.24175824175824176,0.0,0.0,Tennessee,231
65,3,66,22.0,2015.0,53.0,25.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6436170212765957,0.010638297872340425,0.18882978723404256,Texas,234
66,3,67,23.0,2007.0,13.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.015384615384615385,0.2153846153846154,Cincinnati,45
67,3,68,22.0,2014.0,98.0,98.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.456647398843931,0.09248554913294797,0.08670520231213873,Arizona,12
68,3,69,21.0,2020.0,81.0,81.0,271.0,0.0036900369003690036,0.0036900369003690036,0.15498154981549817,0.0,0.0,0.0,0.0,0.0,4.531365313653136,48.140221402214024,0.2730627306273063,0.014760147601476014,0.0,0.0,Tennessee,231
69,3,70,22.0,2010.0,29.0,29.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7127659574468086,0.0425531914893617,0.05851063829787234,Pittsburgh,190
70,3,71,22.0,2013.0,46.0,17.0,135.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,1.9037037037037037,0.0,3.3851851851851853,41.7037037037037,0.28888888888888886,0.02962962962962963,0.0,0.0,Nevada,157
71,3,72,23.0,2010.0,46.0,46.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,-0.009009009009009009,0.0,0.0,0.0,0.0,Hawaii,87
72,3,73,22.0,2012.0,12.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hawaii,87
73,3,74,25.0,2010.0,26.0,14.0,81.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.48148148148148145,0.012345679012345678,3.123456790123457,40.7037037037037,0.24691358024691357,0.0,0.0,0.0,Utah St.,254
74,3,75,24.0,2008.0,12.0,12.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NW Missouri St.,152
75,3,76,22.0,2006.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4186046511627907,3.6744186046511627,0.046511627906976744,0.023255813953488372,0.0,0.0,UCLA,249
76,3,77,21.0,2007.0,6.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,2.693877551020408,10.122448979591837,0.08163265306122448,1.1020408163265305,7.408163265306122,0.0,0.46938775510204084,0.0,0.0,Georgia,78
77,3,78,22.0,2014.0,41.0,8.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Memphis,130
78,3,79,24.0,2009.0,11.0,4.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0789473684210527,0.0,0.10526315789473684,Ohio St.,180
79,3,80,23.0,2004.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ark-Pine Bluff,14
80,3,81,22.0,2012.0,42.0,29.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Texas,234
81,3,82,22.0,2008.0,22.0,14.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6547619047619047,0.16666666666666666,0.047619047619047616,UCLA,249
82,3,83,23.0,2010.0,13.0,13.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2380952380952381,0.011904761904761904,0.011904761904761904,Fresno St.,75
83,3,84,23.0,2013.0,42.0,9.0,151.0,0.0,0.0,0.0,0.0,0.0,0.006622516556291391,0.1390728476821192,0.0,0.0,0.0,0.0,2.827814569536424,0.09933774834437085,0.09602649006622517,Marshall,125
84,3,85,23.0,2009.0,4.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.42168674698795183,1.3975903614457832,0.024096385542168676,0.5421686746987951,3.819277108433735,0.0,0.37349397590361444,0.0,0.0,Michigan,133
85,3,86,23.0,2003.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,Ohio St.,180
86,3,87,23.0,2005.0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Texas A&M,235
87,3,88,23.0,2003.0,1.0,1.0,2.0,10.0,20.0,67.5,0.0,0.5,3.0,25.5,0.0,0.5,-2.5,0.0,0.0,0.0,0.0,Louisville,120
88,3,89,24.0,2004.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,Miami (FL),131
89,3,90,22.0,2011.0,12.0,5.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.292134831460674,0.02247191011235955,0.0449438202247191,Colorado,49
90,3,91,23.0,2013.0,23.0,1.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6442953020134228,17.97986577181208,0.18120805369127516,0.0,0.0,0.0,Morgan St.,149
91,3,92,22.0,2004.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,Tennessee,231
92,3,93,22.0,2009.0,23.0,22.0,68.0,0.0,0.014705882352941176,0.0,0.0,0.014705882352941176,10.617647058823529,44.470588235294116,0.27941176470588236,1.3235294117647058,10.897058823529411,0.029411764705882353,0.0,0.0,0.0,Colorado,49
93,3,94,22.0,2007.0,19.0,19.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5846153846153848,0.07692307692307693,0.1076923076923077,Virginia,257
94,3,95,23.0,2008.0,5.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0612244897959184,14.795918367346939,0.061224489795918366,0.08163265306122448,0.0,0.0,Virginia,257
95,3,96,23.0,2009.0,19.0,19.0,92.0,0.0,0.0,0.0,0.0,0.0,8.98913043478261,36.619565217391305,0.10869565217391304,0.8369565217391305,5.684782608695652,0.0,0.21739130434782608,0.0,0.0,USC,251
96,3,97,23.0,2009.0,8.0,8.0,23.0,12.91304347826087,22.217391304347824,135.52173913043478,0.5217391304347826,0.782608695652174,1.434782608695652,2.0869565217391304,0.043478260869565216,0.043478260869565216,-0.13043478260869565,0.0,0.0,0.0,0.0,Texas,234
97,4,98,23.0,2003.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oregon St.,185
98,4,99,25.0,2007.0,8.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,5.319148936170213,18.25531914893617,0.1702127659574468,0.8297872340425532,6.553191489361702,0.0,0.1702127659574468,0.0,0.0,Kentucky,108
99,4,100,24.0,2009.0,14.0,9.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0125,Florida,69
100,4,101,22.0,2005.0,32.0,32.0,40.0,0.0,0.025,0.0,0.0,0.0,19.25,79.875,0.575,3.85,31.9,0.125,0.0,0.0,0.0,LSU,109
101,4,102,23.0,2011.0,28.0,13.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida St.,72
102,4,103,22.0,2012.0,53.0,47.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.643312101910828,0.012738853503184714,0.10191082802547771,LSU,109
103,4,104,22.0,2008.0,8.0,8.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4029850746268657,12.686567164179104,0.13432835820895522,0.04477611940298507,0.0,0.0,Oregon,184
104,4,105,22.0,2004.0,14.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,8.884615384615385,43.19230769230769,0.2692307692307692,1.9615384615384615,20.115384615384617,0.07692307692307693,0.038461538461538464,0.0,0.0,Oregon,184
105,4,106,22.0,2009.0,19.0,9.0,88.0,0.0,0.0,0.0,0.0,0.0,0.125,0.18181818181818182,0.0,2.5,28.295454545454547,0.125,0.022727272727272728,0.0,0.0,Arizona St.,13
106,4,107,23.0,2006.0,10.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1481481481481484,0.05555555555555555,0.0,Nebraska,155
107,4,108,22.0,2004.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,11.1875,41.0,0.125,1.125,8.0625,0.0625,0.0,0.0,0.0,Oklahoma,181
108,4,109,22.0,2014.0,54.0,43.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.016304347826086956,0.13858695652173914,Alabama,5
109,4,110,23.0,2013.0,14.0,11.0,64.0,7.3125,12.3125,77.296875,0.484375,0.296875,1.0625,4.578125,0.015625,0.09375,1.65625,0.0,0.0,0.0,0.0,Iowa St.,101
110,4,111,22.0,2012.0,48.0,48.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6147540983606556,0.13934426229508196,0.02459016393442623,Northwestern St. (LA),177
111,4,112,22.0,2010.0,17.0,15.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.101123595505618,0.06741573033707865,0.02247191011235955,Ohio St.,180
112,4,113,23.0,2004.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida St.,72
113,4,114,23.0,2012.0,17.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.0,0.05982905982905983,Clemson,47
114,4,115,23.0,2006.0,8.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,9.275862068965518,37.03448275862069,0.13793103448275862,0.9655172413793104,7.482758620689655,0.034482758620689655,0.20689655172413793,0.0,0.0,Virginia Tech,259
115,4,116,21.0,2009.0,22.0,19.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3846153846153846,0.015384615384615385,0.046153846153846156,Florida,69
116,4,117,22.0,2008.0,6.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.07936507936507936,0.0,0.15873015873015872,0.8888888888888888,0.015873015873015872,0.5555555555555556,0.0,0.07936507936507936,Temple,230
117,4,118,23.0,2009.0,4.0,4.0,96.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,1.5520833333333333,0.020833333333333332,0.6354166666666666,3.2291666666666665,0.0625,0.0,0.0,0.0,Western Kentucky,276
118,4,119,23.0,2006.0,10.0,10.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3958333333333333,0.08333333333333333,0.0,Stanford,225
119,4,120,22.0,2013.0,71.0,32.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.535031847133758,0.3248407643312102,0.0,Central Florida,38
120,4,121,23.0,2009.0,11.0,8.0,96.0,0.0,0.0,0.0,0.0,0.0,0.9791666666666666,4.302083333333333,0.010416666666666666,1.46875,10.302083333333334,0.125,0.0,0.0,0.0,Mississippi St.,140
121,4,122,23.0,2004.0,11.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marshall,125
122,4,123,22.0,2004.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,Texas,234
123,4,124,22.0,2014.0,42.0,11.0,142.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.007042253521126761,-0.1267605633802817,0.0,2.8098591549295775,42.17605633802817,0.2535211267605634,0.0,0.0,0.0,Illinois,96
124,4,125,23.0,2014.0,51.0,51.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9770114942528734,0.08045977011494253,0.017241379310344827,Louisiana,118
125,4,126,22.0,2005.0,5.0,5.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2564102564102564,0.0,0.24358974358974358,Washington St.,264
126,4,127,22.0,2010.0,7.0,3.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5052631578947369,7.2,0.021052631578947368,0.4,0.0,0.0,North Carolina,165
128,4,129,21.0,2004.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,South Florida,218
130,4,131,23.0,2005.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,Miami (FL),131
